,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,Hourly,Employer_Provided,Min_Salary,Max_Salary,Avg_Salary,Company_txt,Job_State,Age,job_simp,seniority,num_comp,Min_Salary_hr,Max_Salary_hr
752,Machine Learning Engineer / Data Scientist,$64K - $140K (Glassdoor est.),Data Science,-1.0,Tiro L.L.C.,Remote,-1,-1,-1.0,-1,-1,-1,-1,-1,0,0,64,140,102.0,Tiro L.L.C.,Remote,-1.0,data scientist,na,0,64,140
753,Data Scientist,$64K - $140K (Glassdoor est.),Data Science,-1.0,Cognitiv.ai,"Bellevue, WA",-1,-1,-1.0,-1,-1,-1,-1,-1,0,0,64,140,102.0,Cognitiv.ai,WA,-1.0,data scientist,na,0,64,140
754,Energy / V2X - Applied Data Scientist - V2G,$64K - $140K (Glassdoor est.),Data Science,4.0,"General Motors
4.0","Chandler, AZ",-1,10000+ Employees,1908.0,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$10+ billion (USD),-1,0,0,64,140,102.0,General Motors,AZ,112.0,data scientist,na,0,64,140
755,Data Scientist,$64K - $140K (Glassdoor est.),Data Science,-1.0,"Vanu, Inc.","Lexington, MA",-1,-1,-1.0,-1,-1,-1,-1,-1,0,0,64,140,102.0,"Vanu, Inc.",MA,-1.0,data scientist,na,0,64,140
756,Data Scientist,$64K - $140K (Glassdoor est.),Data Science,4.5,"Propane Education & Research Council
4.5",Remote,-1,1 to 50 Employees,1996.0,Nonprofit Organization,Grantmaking Foundations,Non-Profit,$25 to $50 million (USD),-1,0,0,64,140,102.0,Propane Education & Research Council,Remote,24.0,data scientist,na,0,64,140
757,Data Scientist/Principal Data Scientist,$64K - $140K (Glassdoor est.),Data Science,4.0,"Northrop Grumman
4.0","Melbourne, FL",-1,10000+ Employees,1939.0,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),-1,0,0,64,140,102.0,Northrop Grumman,FL,81.0,data scientist,senior,0,64,140
758,Data Scientist (Python/NLP/ML) REMOTE,$64K - $140K (Glassdoor est.),Data Science,-1.0,CyberCoders,"Denver, CO",-1,201 to 500 Employees,1999.0,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),-1,0,0,64,140,102.0,CyberCoders,CO,21.0,data scientist,na,0,64,140
759,Clinical Data Scientist,$64K - $140K (Glassdoor est.),Data Science,-1.0,"Vivante Health, Inc.",Remote,-1,-1,-1.0,-1,-1,-1,-1,-1,0,0,64,140,102.0,"Vivante Health, Inc.",Remote,-1.0,data scientist,na,0,64,140
760,Data Scientist,$64K - $140K (Glassdoor est.),Data Science,-1.0,"Verinovum, Inc.",United States,-1,-1,-1.0,-1,-1,-1,-1,-1,0,0,64,140,102.0,"Verinovum, Inc.",Remote,-1.0,data scientist,na,0,64,140
761,Senior Data Scientist (ML),$64K - $140K (Glassdoor est.),Data Science,-1.0,CyberCoders,"Los Altos, CA",-1,201 to 500 Employees,1999.0,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),-1,0,0,64,140,102.0,CyberCoders,CA,21.0,data scientist,senior,0,64,140
762,Data Scientist,$64K - $140K (Glassdoor est.),Data Science,-1.0,Event Dynamic,"Dallas, TX",-1,-1,-1.0,-1,-1,-1,-1,-1,0,0,64,140,102.0,Event Dynamic,TX,-1.0,data scientist,na,0,64,140
763,Principal Data Scientist - Match Recommendations,$64K - $140K (Glassdoor est.),Data Science,4.3,"Indeed
4.3","Seattle, WA",-1,10000+ Employees,2004.0,Company - Private,Internet,Information Technology,$2 to $5 billion (USD),-1,0,0,64,140,102.0,Indeed,WA,16.0,data scientist,senior,0,64,140
764,Staff Applied Scientist,$64K - $140K (Glassdoor est.),Data Science,4.3,"Indeed
4.3",Remote,-1,10000+ Employees,2004.0,Company - Private,Internet,Information Technology,$2 to $5 billion (USD),-1,0,0,64,140,102.0,Indeed,Remote,16.0,na,na,0,64,140
765,Data Scientist - III (Senior) Data Scientist - III (Senior),$64K - $140K (Glassdoor est.),Data Science,3.4,"On-Board Companies
3.4","Cambridge, MA",-1,1001 to 5000 Employees,1976.0,Company - Private,Consulting,Business Services,$25 to $50 million (USD),-1,0,0,64,140,102.0,On-Board Companies,MA,44.0,data scientist,senior,0,64,140
766,Data Scientist,$64K - $140K (Glassdoor est.),Data Science,4.3,"AccruePartners
4.3","Fort Mill, SC",-1,51 to 200 Employees,2002.0,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),-1,0,0,64,140,102.0,AccruePartners,SC,18.0,data scientist,na,0,64,140
767,Data Scientist (Clearance Required),$64K - $140K (Glassdoor est.),Data Science,4.1,"LOCKHEED MARTIN CORPORATION
4.1","Annapolis Junction, MD",-1,10000+ Employees,1995.0,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),-1,0,0,64,140,102.0,LOCKHEED MARTIN CORPORATION,MD,25.0,data scientist,na,0,64,140
768,Data Scientist,$64K - $140K (Glassdoor est.),Data Science,-1.0,Alexander Technology Group,"Andover, MA",-1,51 to 200 Employees,2007.0,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),-1,0,0,64,140,102.0,Alexander Technology Group,MA,13.0,data scientist,na,0,64,140
769,"Director, Data Science- SMB Labs",$64K - $140K (Glassdoor est.),Data Science,4.3,"Indeed
4.3",Remote,-1,10000+ Employees,2004.0,Company - Private,Internet,Information Technology,$2 to $5 billion (USD),-1,0,0,64,140,102.0,Indeed,Remote,16.0,director,na,0,64,140
770,Clinical Studies Data Scientist,$64K - $140K (Glassdoor est.),Data Science,3.9,"Tailored Management
3.9",Remote,-1,51 to 200 Employees,2002.0,Company - Private,Staffing & Outsourcing,Business Services,$50 to $100 million (USD),-1,0,0,64,140,102.0,Tailored Management,Remote,18.0,data scientist,na,0,64,140
771,Data Scientist,$64K - $140K (Glassdoor est.),Data Science,-1.0,National Security Agency,"Fort Meade, MD",-1,Unknown,-1.0,Government,Federal Agencies,Government,Unknown / Non-Applicable,-1,0,0,64,140,102.0,National Security Agency,MD,-1.0,data scientist,na,0,64,140
772,Data Scientist,$64K - $140K (Glassdoor est.),Data Science,3.9,"Brightwing
3.9",Remote,-1,51 to 200 Employees,1973.0,Company - Private,Staffing & Outsourcing,Business Services,$5 to $10 million (USD),-1,0,0,64,140,102.0,Brightwing,Remote,47.0,data scientist,na,0,64,140
773,Senior Data Scientist - NLP,$64K - $140K (Glassdoor est.),Data Science,-1.0,Engtal,Remote,-1,-1,-1.0,-1,-1,-1,-1,-1,0,0,64,140,102.0,Engtal,Remote,-1.0,data scientist,senior,0,64,140
774,Snr Machine Learning Scientist,$64K - $140K (Glassdoor est.),Data Science,-1.0,Engtal,Remote,-1,-1,-1.0,-1,-1,-1,-1,-1,0,0,64,140,102.0,Engtal,Remote,-1.0,mle,na,0,64,140
775,Sr. Data Scientist,$65K - $109K (Glassdoor est.),Data Science,3.7,"McKesson
3.7",United States,-1,,1833.0,Company - Public,Health Care Services & Hospitals,Health Care,$10+ billion (USD),-1,0,0,65,109,87.0,McKesson,Remote,187.0,data scientist,senior,0,65,109
776,Data Scientist,$65K - $109K (Glassdoor est.),Data Science,4.3,"Johns Hopkins Applied Physics Laboratory (APL)
4.3","Offutt A F B, NE",-1,5001 to 10000 Employees,1942.0,,Aerospace & Defense,Aerospace & Defense,$1 to $2 billion (USD),-1,0,0,65,109,87.0,Johns Hopkins Applied Physics Laboratory (APL),NE,78.0,data scientist,na,0,65,109
777,"Staff Data Scientist, Partnerships",$65K - $109K (Glassdoor est.),Data Science,3.6,"LegalZoom
3.6","San Mateo, CA",-1,1001 to 5000 Employees,2001.0,Company - Public,IT Services,Information Technology,Unknown / Non-Applicable,-1,0,0,65,109,87.0,LegalZoom,CA,19.0,data scientist,na,0,65,109
778,"Senior Data Scientist, Fulfillment",$65K - $109K (Glassdoor est.),Data Science,3.6,"LegalZoom
3.6","Dallas, TX",-1,1001 to 5000 Employees,2001.0,Company - Public,IT Services,Information Technology,Unknown / Non-Applicable,-1,0,0,65,109,87.0,LegalZoom,TX,19.0,data scientist,senior,0,65,109
779,Machine Learning Engineer / Data Scientist,$65K - $109K (Glassdoor est.),Data Science,-1.0,Tiro L.L.C.,Remote,-1,-1,-1.0,-1,-1,-1,-1,-1,0,0,65,109,87.0,Tiro L.L.C.,Remote,-1.0,data scientist,na,0,65,109
780,Data Scientist,$65K - $109K (Glassdoor est.),Data Science,-1.0,"Vanu, Inc.","Lexington, MA",-1,-1,-1.0,-1,-1,-1,-1,-1,0,0,65,109,87.0,"Vanu, Inc.",MA,-1.0,data scientist,na,0,65,109
781,Data Scientist,$65K - $109K (Glassdoor est.),Data Science,4.5,"Propane Education & Research Council
4.5",Remote,-1,1 to 50 Employees,1996.0,Nonprofit Organization,Grantmaking Foundations,Non-Profit,$25 to $50 million (USD),-1,0,0,65,109,87.0,Propane Education & Research Council,Remote,24.0,data scientist,na,0,65,109
782,Data Scientist/Principal Data Scientist,$65K - $109K (Glassdoor est.),Data Science,4.0,"Northrop Grumman
4.0","Melbourne, FL",-1,10000+ Employees,1939.0,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),-1,0,0,65,109,87.0,Northrop Grumman,FL,81.0,data scientist,senior,0,65,109
783,Data Scientist,$65K - $109K (Glassdoor est.),Data Science,-1.0,"Verinovum, Inc.",Remote,-1,-1,-1.0,-1,-1,-1,-1,-1,0,0,65,109,87.0,"Verinovum, Inc.",Remote,-1.0,data scientist,na,0,65,109
784,Data Scientist (Python/NLP/ML) REMOTE,$65K - $109K (Glassdoor est.),Data Science,-1.0,CyberCoders,"Denver, CO",-1,201 to 500 Employees,1999.0,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),-1,0,0,65,109,87.0,CyberCoders,CO,21.0,data scientist,na,0,65,109
785,Senior Data Scientist,$65K - $109K (Glassdoor est.),Data Science,4.1,"NIKE INC
4.1","Manning, OR",-1,10000+ Employees,1972.0,Company - Public,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),-1,0,0,65,109,87.0,NIKE INC,OR,48.0,data scientist,senior,0,65,109
786,Principal Data Scientist,$65K - $109K (Glassdoor est.),Data Science,4.0,"Northrop Grumman
4.0","Annapolis Junction, MD",-1,10000+ Employees,1939.0,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),-1,0,0,65,109,87.0,Northrop Grumman,MD,81.0,data scientist,senior,0,65,109
787,Clinical Data Scientist,$65K - $109K (Glassdoor est.),Data Science,-1.0,"Vivante Health, Inc.",Remote,-1,-1,-1.0,-1,-1,-1,-1,-1,0,0,65,109,87.0,"Vivante Health, Inc.",Remote,-1.0,data scientist,na,0,65,109
788,Data Scientist,$65K - $109K (Glassdoor est.),Data Science,-1.0,Event Dynamic,"Dallas, TX",-1,-1,-1.0,-1,-1,-1,-1,-1,0,0,65,109,87.0,Event Dynamic,TX,-1.0,data scientist,na,0,65,109
789,Senior Data Scientist (ML),$65K - $109K (Glassdoor est.),Data Science,-1.0,CyberCoders,"Los Altos, CA",-1,201 to 500 Employees,1999.0,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),-1,0,0,65,109,87.0,CyberCoders,CA,21.0,data scientist,senior,0,65,109
790,Data Scientist (Clearance Required),$65K - $109K (Glassdoor est.),Data Science,4.1,"LOCKHEED MARTIN CORPORATION
4.1","Annapolis Junction, MD",-1,10000+ Employees,1995.0,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),-1,0,0,65,109,87.0,LOCKHEED MARTIN CORPORATION,MD,25.0,data scientist,na,0,65,109
791,Data Scientist,$65K - $109K (Glassdoor est.),Data Science,-1.0,National Security Agency,"Fort Meade, MD",-1,Unknown,-1.0,Government,Federal Agencies,Government,Unknown / Non-Applicable,-1,0,0,65,109,87.0,National Security Agency,MD,-1.0,data scientist,na,0,65,109
792,Staff Applied Scientist,$65K - $109K (Glassdoor est.),Data Science,4.3,"Indeed
4.3",Remote,-1,10000+ Employees,2004.0,Company - Private,Internet,Information Technology,$2 to $5 billion (USD),-1,0,0,65,109,87.0,Indeed,Remote,16.0,na,na,0,65,109
793,Principal Data Scientist - Match Recommendations,$65K - $109K (Glassdoor est.),Data Science,4.3,"Indeed
4.3","Seattle, WA",-1,10000+ Employees,2004.0,Company - Private,Internet,Information Technology,$2 to $5 billion (USD),-1,0,0,65,109,87.0,Indeed,WA,16.0,data scientist,senior,0,65,109
794,"Director, Data Science- SMB Labs",$65K - $109K (Glassdoor est.),Data Science,4.3,"Indeed
4.3",Remote,-1,10000+ Employees,2004.0,Company - Private,Internet,Information Technology,$2 to $5 billion (USD),-1,0,0,65,109,87.0,Indeed,Remote,16.0,director,na,0,65,109
795,Data Scientist - III (Senior) Data Scientist - III (Senior),$65K - $109K (Glassdoor est.),Data Science,3.4,"On-Board Companies
3.4","Cambridge, MA",-1,1001 to 5000 Employees,1976.0,Company - Private,Consulting,Business Services,$25 to $50 million (USD),-1,0,0,65,109,87.0,On-Board Companies,MA,44.0,data scientist,senior,0,65,109
796,Data Scientist,$65K - $109K (Glassdoor est.),Data Science,-1.0,Alexander Technology Group,"Andover, MA",-1,51 to 200 Employees,2007.0,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),-1,0,0,65,109,87.0,Alexander Technology Group,MA,13.0,data scientist,na,0,65,109
797,Data Scientist,$65K - $109K (Glassdoor est.),Data Science,3.9,"Brightwing
3.9",Remote,-1,51 to 200 Employees,1973.0,Company - Private,Staffing & Outsourcing,Business Services,$5 to $10 million (USD),-1,0,0,65,109,87.0,Brightwing,Remote,47.0,data scientist,na,0,65,109
798,Clinical Data Scientist,$65K - $109K (Glassdoor est.),Data Science,3.9,"Vizient, Inc.
3.9",Remote,-1,1001 to 5000 Employees,1977.0,Company - Private,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),-1,0,0,65,109,87.0,"Vizient, Inc.",Remote,43.0,data scientist,na,0,65,109
799,Senior Data Scientist (remote),$65K - $109K (Glassdoor est.),Data Science,3.8,"Liberty Mutual Insurance
3.8",Remote,-1,10000+ Employees,1912.0,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),-1,0,0,65,109,87.0,Liberty Mutual Insurance,Remote,108.0,data scientist,senior,0,65,109
800,Sr. Data Scientist,$65K - $109K (Glassdoor est.),Data Science,-1.0,Addison Group,"Plano, TX",-1,501 to 1000 Employees,1999.0,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,0,0,65,109,87.0,Addison Group,TX,21.0,data scientist,senior,0,65,109
801,Clinical Studies Data Scientist,$65K - $109K (Glassdoor est.),Data Science,3.9,"Tailored Management
3.9",Remote,-1,51 to 200 Employees,2002.0,Company - Private,Staffing & Outsourcing,Business Services,$50 to $100 million (USD),-1,0,0,65,109,87.0,Tailored Management,Remote,18.0,data scientist,na,0,65,109
802,Snr Machine Learning Engineer,$65K - $109K (Glassdoor est.),Data Science,-1.0,Engtal,Remote,-1,-1,-1.0,-1,-1,-1,-1,-1,0,0,65,109,87.0,Engtal,Remote,-1.0,mle,na,0,65,109
803,Sr. Data Scientist,$65K - $109K (Glassdoor est.),Data Science,3.7,"McKesson
3.7",United States,-1,10000+ Employees,1833.0,Company - Public,Health Care Services & Hospitals,Health Care,$10+ billion (USD),-1,0,0,65,109,87.0,McKesson,Remote,187.0,data scientist,senior,0,65,109
804,Data Scientist,$65K - $109K (Glassdoor est.),Data Science,4.3,"Johns Hopkins Applied Physics Laboratory (APL)
4.3","Offutt A F B, NE",-1,5001 to 10000 Employees,1942.0,Nonprofit Organization,Aerospace & Defense,Aerospace & Defense,$1 to $2 billion (USD),-1,0,0,65,109,87.0,Johns Hopkins Applied Physics Laboratory (APL),NE,78.0,data scientist,na,0,65,109
805,"Staff Data Scientist, Partnerships",$65K - $109K (Glassdoor est.),Data Science,3.6,"LegalZoom
3.6","San Mateo, CA",-1,1001 to 5000 Employees,2001.0,Company - Public,IT Services,Information Technology,Unknown / Non-Applicable,-1,0,0,65,109,87.0,LegalZoom,CA,19.0,data scientist,na,0,65,109
806,"Senior Data Scientist, Fulfillment",$65K - $109K (Glassdoor est.),Data Science,3.6,"LegalZoom
3.6","Dallas, TX",-1,1001 to 5000 Employees,2001.0,Company - Public,IT Services,Information Technology,Unknown / Non-Applicable,-1,0,0,65,109,87.0,LegalZoom,TX,19.0,data scientist,senior,0,65,109
807,Data Scientist - Remote,$65K - $109K (Glassdoor est.),Data Science,-1.0,Emerald Resource Group,Remote,-1,-1,-1.0,-1,-1,-1,-1,-1,0,0,65,109,87.0,Emerald Resource Group,Remote,-1.0,data scientist,na,0,65,109
808,Machine Learning Engineer / Data Scientist,$65K - $109K (Glassdoor est.),Data Science,-1.0,Tiro L.L.C.,Remote,-1,-1,-1.0,-1,-1,-1,-1,-1,0,0,65,109,87.0,Tiro L.L.C.,Remote,-1.0,data scientist,na,0,65,109
809,Data Scientist/Principal Data Scientist,$65K - $109K (Glassdoor est.),Data Science,4.0,"Northrop Grumman
4.0","Melbourne, FL",-1,10000+ Employees,1939.0,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),-1,0,0,65,109,87.0,Northrop Grumman,FL,81.0,data scientist,senior,0,65,109
810,Data Scientist,$65K - $109K (Glassdoor est.),Data Science,-1.0,"Vanu, Inc.","Lexington, MA",-1,-1,-1.0,-1,-1,-1,-1,-1,0,0,65,109,87.0,"Vanu, Inc.",MA,-1.0,data scientist,na,0,65,109
811,Data Scientist (Python/NLP/ML) REMOTE,$65K - $109K (Glassdoor est.),Data Science,-1.0,CyberCoders,"Denver, CO",-1,201 to 500 Employees,1999.0,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),-1,0,0,65,109,87.0,CyberCoders,CO,21.0,data scientist,na,0,65,109
812,Data Scientist,$65K - $109K (Glassdoor est.),Data Science,-1.0,"Verinovum, Inc.",United States,-1,-1,-1.0,-1,-1,-1,-1,-1,0,0,65,109,87.0,"Verinovum, Inc.",Remote,-1.0,data scientist,na,0,65,109
813,Clinical Data Scientist,$65K - $109K (Glassdoor est.),Data Science,-1.0,"Vivante Health, Inc.",Remote,-1,-1,-1.0,-1,-1,-1,-1,-1,0,0,65,109,87.0,"Vivante Health, Inc.",Remote,-1.0,data scientist,na,0,65,109
814,Data Scientist,$65K - $109K (Glassdoor est.),Data Science,-1.0,Event Dynamic,"Dallas, TX",-1,-1,-1.0,-1,-1,-1,-1,-1,0,0,65,109,87.0,Event Dynamic,TX,-1.0,data scientist,na,0,65,109
815,Data Scientist (Clearance Required),$65K - $109K (Glassdoor est.),Data Science,4.1,"LOCKHEED MARTIN CORPORATION
4.1","Annapolis Junction, MD",-1,10000+ Employees,1995.0,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),-1,0,0,65,109,87.0,LOCKHEED MARTIN CORPORATION,MD,25.0,data scientist,na,0,65,109
816,Principal Data Scientist,$65K - $109K (Glassdoor est.),Data Science,4.0,"Northrop Grumman
4.0","Annapolis Junction, MD",-1,10000+ Employees,1939.0,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),-1,0,0,65,109,87.0,Northrop Grumman,MD,81.0,data scientist,senior,0,65,109
817,Data Scientist,$65K - $109K (Glassdoor est.),Data Science,-1.0,National Security Agency,"Fort Meade, MD",-1,Unknown,-1.0,Government,Federal Agencies,Government,Unknown / Non-Applicable,-1,0,0,65,109,87.0,National Security Agency,MD,-1.0,data scientist,na,0,65,109
818,Principal Data Scientist - Match Recommendations,$65K - $109K (Glassdoor est.),Data Science,4.3,"Indeed
4.3","Seattle, WA",-1,10000+ Employees,2004.0,Company - Private,Internet,Information Technology,$2 to $5 billion (USD),-1,0,0,65,109,87.0,Indeed,WA,16.0,data scientist,senior,0,65,109
819,"Director, Data Science- SMB Labs",$65K - $109K (Glassdoor est.),Data Science,4.3,"Indeed
4.3",Remote,-1,10000+ Employees,2004.0,Company - Private,Internet,Information Technology,$2 to $5 billion (USD),-1,0,0,65,109,87.0,Indeed,Remote,16.0,director,na,0,65,109
820,Data Scientist,$65K - $109K (Glassdoor est.),Data Science,4.3,"AccruePartners
4.3","Fort Mill, SC",-1,51 to 200 Employees,2002.0,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),-1,0,0,65,109,87.0,AccruePartners,SC,18.0,data scientist,na,0,65,109
821,Data Scientist - III (Senior) Data Scientist - III (Senior),$65K - $109K (Glassdoor est.),Data Science,3.4,"On-Board Companies
3.4","Cambridge, MA",-1,1001 to 5000 Employees,1976.0,Company - Private,Consulting,Business Services,$25 to $50 million (USD),-1,0,0,65,109,87.0,On-Board Companies,MA,44.0,data scientist,senior,0,65,109
822,Staff Applied Scientist,$65K - $109K (Glassdoor est.),Data Science,4.3,"Indeed
4.3",Remote,-1,10000+ Employees,2004.0,Company - Private,Internet,Information Technology,$2 to $5 billion (USD),-1,0,0,65,109,87.0,Indeed,Remote,16.0,na,na,0,65,109
823,Data Scientist,$65K - $109K (Glassdoor est.),Data Science,-1.0,Alexander Technology Group,"Andover, MA",-1,51 to 200 Employees,2007.0,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),-1,0,0,65,109,87.0,Alexander Technology Group,MA,13.0,data scientist,na,0,65,109
824,Senior Data Scientist (remote),$65K - $109K (Glassdoor est.),Data Science,3.8,"Liberty Mutual Insurance
3.8",Remote,-1,10000+ Employees,1912.0,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),-1,0,0,65,109,87.0,Liberty Mutual Insurance,Remote,108.0,data scientist,senior,0,65,109
825,Clinical Studies Data Scientist,$65K - $109K (Glassdoor est.),Data Science,3.9,"Tailored Management
3.9",Remote,-1,51 to 200 Employees,2002.0,Company - Private,Staffing & Outsourcing,Business Services,$50 to $100 million (USD),-1,0,0,65,109,87.0,Tailored Management,Remote,18.0,data scientist,na,0,65,109
826,Snr Machine Learning Scientist,$65K - $109K (Glassdoor est.),Data Science,-1.0,Engtal,Remote,-1,-1,-1.0,-1,-1,-1,-1,-1,0,0,65,109,87.0,Engtal,Remote,-1.0,mle,na,0,65,109
827,Senior Machine Learning Data Scientist - Hybrid Remote,$65K - $109K (Glassdoor est.),Data Science,3.3,"CaaStle
3.3","Mountain View, CA",-1,201 to 500 Employees,2012.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,0,0,65,109,87.0,CaaStle,CA,8.0,data scientist,senior,0,65,109
828,Senior Data Scientist,$65K - $109K (Glassdoor est.),Data Science,4.0,"Varsity Tutors
4.0","Seattle, WA",-1,201 to 500 Employees,2007.0,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,-1,0,0,65,109,87.0,Varsity Tutors,WA,13.0,data scientist,senior,0,65,109
829,Data Scientist,$65K - $109K (Glassdoor est.),Data Science,3.9,"Brightwing
3.9",Remote,-1,51 to 200 Employees,1973.0,Company - Private,Staffing & Outsourcing,Business Services,$5 to $10 million (USD),-1,0,0,65,109,87.0,Brightwing,Remote,47.0,data scientist,na,0,65,109
830,Sr. Data Scientist,$65K - $109K (Glassdoor est.),Data Science,-1.0,Addison Group,"Plano, TX",-1,501 to 1000 Employees,1999.0,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,0,0,65,109,87.0,Addison Group,TX,21.0,data scientist,senior,0,65,109
831,Sr. Data Scientist,$65K - $109K (Glassdoor est.),Data Science,3.7,"McKesson
3.7",United States,-1,10000+ Employees,1833.0,Company - Public,Health Care Services & Hospitals,Health Care,$10+ billion (USD),-1,0,0,65,109,87.0,McKesson,Remote,187.0,data scientist,senior,0,65,109
832,Data Scientist,$65K - $109K (Glassdoor est.),Data Science,4.3,"Johns Hopkins Applied Physics Laboratory (APL)
4.3","Offutt A F B, NE",-1,5001 to 10000 Employees,1942.0,Nonprofit Organization,Aerospace & Defense,Aerospace & Defense,$1 to $2 billion (USD),-1,0,0,65,109,87.0,Johns Hopkins Applied Physics Laboratory (APL),NE,78.0,data scientist,na,0,65,109
833,"Staff Data Scientist, Partnerships",$65K - $109K (Glassdoor est.),Data Science,3.6,"LegalZoom
3.6","San Mateo, CA",-1,1001 to 5000 Employees,2001.0,Company - Public,IT Services,Information Technology,Unknown / Non-Applicable,-1,0,0,65,109,87.0,LegalZoom,CA,19.0,data scientist,na,0,65,109
834,"Senior Data Scientist, Fulfillment",$65K - $109K (Glassdoor est.),Data Science,3.6,"LegalZoom
3.6","Dallas, TX",-1,1001 to 5000 Employees,2001.0,Company - Public,IT Services,Information Technology,Unknown / Non-Applicable,-1,0,0,65,109,87.0,LegalZoom,TX,19.0,data scientist,senior,0,65,109
835,Data Scientist - Remote,$65K - $109K (Glassdoor est.),Data Science,-1.0,Emerald Resource Group,Remote,-1,-1,-1.0,-1,-1,-1,-1,-1,0,0,65,109,87.0,Emerald Resource Group,Remote,-1.0,data scientist,na,0,65,109
836,Machine Learning Engineer / Data Scientist,$65K - $109K (Glassdoor est.),Data Science,-1.0,Tiro L.L.C.,Remote,-1,-1,-1.0,-1,-1,-1,-1,-1,0,0,65,109,87.0,Tiro L.L.C.,Remote,-1.0,data scientist,na,0,65,109
837,Data Scientist/Principal Data Scientist,$65K - $109K (Glassdoor est.),Data Science,4.0,"Northrop Grumman
4.0","Melbourne, FL",-1,10000+ Employees,1939.0,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),-1,0,0,65,109,87.0,Northrop Grumman,FL,81.0,data scientist,senior,0,65,109
838,Data Scientist,$65K - $109K (Glassdoor est.),Data Science,-1.0,"Vanu, Inc.","Lexington, MA",-1,-1,-1.0,-1,-1,-1,-1,-1,0,0,65,109,87.0,"Vanu, Inc.",MA,-1.0,data scientist,na,0,65,109
839,Data Scientist (Python/NLP/ML) REMOTE,$65K - $109K (Glassdoor est.),Data Science,-1.0,CyberCoders,"Denver, CO",-1,201 to 500 Employees,1999.0,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),-1,0,0,65,109,87.0,CyberCoders,CO,21.0,data scientist,na,0,65,109
840,Data Scientist,$65K - $109K (Glassdoor est.),Data Science,-1.0,"Verinovum, Inc.",United States,-1,-1,-1.0,-1,-1,-1,-1,-1,0,0,65,109,87.0,"Verinovum, Inc.",Remote,-1.0,data scientist,na,0,65,109
841,Clinical Data Scientist,$65K - $109K (Glassdoor est.),Data Science,-1.0,"Vivante Health, Inc.",Remote,-1,-1,-1.0,-1,-1,-1,-1,-1,0,0,65,109,87.0,"Vivante Health, Inc.",Remote,-1.0,data scientist,na,0,65,109
842,Data Scientist,$65K - $109K (Glassdoor est.),Data Science,-1.0,Event Dynamic,"Dallas, TX",-1,-1,-1.0,-1,-1,-1,-1,-1,0,0,65,109,87.0,Event Dynamic,TX,-1.0,data scientist,na,0,65,109
843,Data Scientist (Clearance Required),$65K - $109K (Glassdoor est.),Data Science,4.1,"LOCKHEED MARTIN CORPORATION
4.1","Annapolis Junction, MD",-1,10000+ Employees,1995.0,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),-1,0,0,65,109,87.0,LOCKHEED MARTIN CORPORATION,MD,25.0,data scientist,na,0,65,109
844,Principal Data Scientist,$65K - $109K (Glassdoor est.),Data Science,4.0,"Northrop Grumman
4.0","Annapolis Junction, MD",-1,10000+ Employees,1939.0,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),-1,0,0,65,109,87.0,Northrop Grumman,MD,81.0,data scientist,senior,0,65,109
